"date";"maxO3";"T6";"T9";"T12";"T15";"T18";"Ne6";"Ne9";"Ne12";"Ne15";"Ne18";"Vx";"maxO3v"
"566";19970604;79.2;10.9;20.3;22.6;24.9;24.4;2;7;7;5;"5";2.2981;72.6
"567";19970605;80;17.7;20.2;21;18.5;18;6;7;7;6;"7";3.2139;79.2
"568";19970606;73.4;16.6;20.6;24.7;27.8;25.8;7;8;6;4;"7";0;80
"569";19970607;55.4;17;18.8;20.1;22.8;21.9;8;7;7;6;"2";-6.9282;73.4
"570";19970608;58.2;15.6;13.4;18.4;21.4;19.9;2;7;6;3;"2";-4.924;55.4
"571";19970609;70.2;12.8;15.9;21.2;23;23.1;9;6;7;6;"6";2.5981;58.2
"572";19970610;81.6;18.5;20.3;19.9;23.1;23.5;7;8;8;7;"8";4.3301;70.2
"573";19970611;73;16.2;19;17.6;21.7;19.3;8;7;8;6;"6";-1.9284;81.6
"574";19970612;96;15.9;17.5;20.8;21;19.6;8;7;7;6;"6";-4.924;73
"575";19970613;97.8;15.9;18.3;17.6;16.9;17.6;7;7;8;8;"8";-3.4641;96
"576";19970614;67.6;13.8;16.4;19.1;17.8;17.2;7;7;7;7;"6";-4;97.8
"577";19970615;59.8;13;17.4;19.8;20.9;19.1;6;6;7;5;"7";-0.3473;67.6
"578";19970616;63.8;14.1;18.8;20.2;14.1;16;6;6;7;7;"7";-1.9284;59.8
"579";19970617;68.4;13.6;16.7;19.1;19.2;20.2;7;7;7;6;"2";2.5712;63.8
"580";19970618;72.8;9.8;15.5;21.4;19.7;19.1;9;1;1;8;"6";-0.9848;68.4
"581";19970619;62.6;12.2;15.8;16.4;15.2;15.9;8;6;8;8;"7";-4.6985;72.8
"582";19970620;57.6;12.4;14.9;14.9;15.8;16.7;7;8;8;8;"7";-4.4995;62.6
"583";19970621;57.4;13;16.7;14;16.9;15;5;7;6;5;"7";-5;57.6
"584";19970622;62.2;11.4;16.3;15.6;15.2;16.8;2;5;7;7;"6";-6.9282;57.4
"585";19970623;74.4;12.7;16.5;15.3;17.2;16.1;6;8;8;7;"7";-6.1284;62.2
"586";19970624;70.2;13.2;15.5;17.7;17.9;17.6;8;8;8;7;"7";-2.2981;74.4
"587";19970625;75.4;12.4;13.7;14.6;18.2;16.2;8;8;8;7;"7";-3.0782;70.2
"588";19970702;61.8;10.8;13.7;18.5;16.2;15.8;7;7;5;7;"6";-5.6382;51.6
"589";19970703;60.6;11.7;15.1;14.1;15.8;17;5;7;7;7;"6";-3.4641;61.8
"590";19970704;76.4;11.1;15.5;17;15.7;17.4;6;5;7;7;"1";-4.6985;60.6
"591";19970705;92.4;13.2;16.8;19.6;20.9;19.7;1;3;5;3;"0";-1.3681;76.4
"592";19970706;99.2;10.8;16.2;21.2;23.2;23.1;0;1;1;1;"1";-1;92.4
"593";19970707;87.4;12.2;19;24.8;25.6;23.4;6;1;3;5;"3";1.5;99.2
"594";19970708;96.2;15.2;23.1;26;27.3;26.8;0;2;2;3;"1";4.6985;87.4
"595";19970709;89.4;17;22.7;25;26.3;25.6;0;0;1;2;"2";5.6382;96.2
"596";19970710;100.2;16.3;20.8;23.2;25.1;24.1;5;0;1;1;"1";-1.0261;89.4
"597";19970711;94.6;14.2;18.2;22.8;19.9;20.3;9;2;6;8;"5";-1.2856;100.2
"598";19970712;71.4;15.9;20.2;22.6;23.2;22.1;2;5;3;7;"7";-1.9696;94.6
"599";19970713;76.8;15.8;20.6;24;24.9;24.2;5;6;6;7;"6";-3;71.4
"600";19970714;67.8;15.3;17.5;19.8;22;19.6;2;7;6;5;"4";-1.0261;76.8
"601";19970715;65.6;13.1;19.5;23.5;23.7;24.7;1;4;7;7;"3";-2.5981;67.8
"602";19970716;67.4;16.7;17.3;20.6;20.2;17.8;7;8;5;4;"8";0.6946;65.6
"603";19970717;66.8;15.7;18.1;19.7;22;20.1;8;8;7;6;"7";-3.8302;67.4
"604";19970718;80.2;14.6;16.8;20.3;20.9;20.1;4;7;5;4;"0";-0.8682;66.8
"605";19970719;99.2;12.9;19.6;22.8;24.3;23.1;1;5;4;3;"2";1.9284;80.2
"606";19970720;99;12.1;20.7;23.9;25.3;24.4;2;3;6;6;"5";3.7588;99.2
"607";19970721;98.6;13.9;21.2;24.2;26.2;25.1;3;3;3;3;"5";3.7588;99
"608";19970722;109.2;13.4;23.2;26.3;27.3;25.7;1;2;4;3;"2";4.6985;98.6
"609";19970723;135.6;14.2;22.2;26.7;27.6;24.5;1;4;5;3;"1";0.5209;109.2
"610";19970724;124.8;13.2;20;24.5;21.8;20.3;7;7;7;8;"7";-4.6985;135.6
"611";19970725;40.2;15.1;15.1;21.1;22.9;21.8;8;8;8;7;"7";-4.3301;124.8
"612";19970726;39.4;16.5;19.5;23;24.7;23.3;7;7;7;7;"8";-3.4641;40.2
"613";19970727;74.8;18.2;18.9;23;24.5;22.9;7;7;5;3;"1";-1.9284;39.4
"614";19970728;90.2;13;20.2;24.7;27.2;24;1;2;3;5;"6";-0.684;74.8
"615";19970729;112;14.5;22.8;28.4;30;27.8;5;4;2;6;"5";1.0261;90.2
"616";19970730;77.2;15.3;19.6;21.8;23.6;20;6;8;6;3;"6";0.6946;112
"617";19970731;67;12.2;17.7;20.8;23.2;19.9;6;7;7;6;"7";-2.5712;77.2
"618";19970801;74.6;13.2;18.3;21.5;25.3;23.6;7;7;2;1;"2";-2.2981;67
"619";19970802;37.4;18.2;19.3;21.7;24;24;8;8;7;8;"7";1;74.6
"620";19970803;88.8;18.3;21.7;27.6;30.1;29.4;7;7;5;6;"2";1.8794;37.4
"621";19970804;71.2;17.4;22.1;23.2;24.7;23.6;3;2;7;7;"6";-1.0261;88.8
"622";19970805;49.8;18.4;19.6;23.1;21.3;22.9;8;7;7;7;"7";-1.9696;71.2
"623";19970806;87.4;16.7;20.2;24.8;26.6;26.2;6;2;3;3;"4";-1.9696;49.8
"624";19970807;82.6;19.6;23.6;24.1;26.4;24.8;5;7;8;4;"6";0.684;87.4
"625";19970808;114.6;16.6;19.7;26.8;29.9;27.1;9;2;1;3;"0";0.684;82.6
"626";19970809;121.8;17.3;24.4;29.1;31.2;29.3;1;2;5;6;"4";1.8794;114.6
"627";19970810;142.8;17.5;25.1;31.4;22.7;22.5;4;6;7;7;"7";4.6985;121.8
"628";19970811;95.4;19.5;20;21.8;24.3;25.8;8;8;8;6;"2";-3.0642;142.8
"629";19970812;131.8;16.5;19;25.8;29.2;28.7;9;3;3;4;"2";-0.5;95.4
"630";19970813;84;17.4;22.4;25.2;27.5;24.1;3;4;3;1;"1";-2.8191;131.8
"631";19970814;102.6;15.7;21.4;26.5;27.9;25;2;5;1;2;"7";-0.9397;84
"632";19970815;134.4;18;23;28.5;29.8;28.1;6;3;7;2;"3";3.9392;102.6
"633";19970816;119.4;18.8;24.4;28.7;30.1;20.2;1;4;5;6;"5";0;134.4
"634";19970817;87.6;17.5;18.3;21;22.8;23.3;8;8;8;7;"1";-0.866;119.4
"635";19970818;108;17.1;20.2;25.1;26.7;26;5;3;3;5;"5";1.2856;87.6
"636";19970819;114;18.4;22.2;27;29;21.8;7;7;7;3;"7";-0.342;108
"637";19970820;113.8;19.4;25.3;29.4;31.4;30.2;6;3;2;4;"2";0.866;114
"638";19970821;83;17.1;20.9;24.6;27.9;27.2;3;4;3;2;"4";-1.5321;113.8
"639";19970822;122;16;21.5;26.2;29.1;27.2;3;3;2;3;"1";-1;83
"640";19970823;89.8;19;20.7;24;28.4;27.9;9;7;5;1;"1";-2;122
"641";19970824;92.8;18.5;19.7;26.1;27.2;26.2;8;7;7;7;"5";-0.766;89.8
"642";19970825;61.6;18.6;19.6;19.4;20.7;20.1;8;8;7;7;"5";-0.5209;92.8
"643";19970826;74.6;12.1;16.7;20.9;22;21.4;7;7;6;7;"5";0.1736;61.6
"644";19970827;55.8;16.9;17.7;17.5;22.4;20.9;8;7;7;5;"3";-1.9284;74.6
"645";19970828;59.6;13.3;17.3;16.8;19;17.6;3;4;7;5;"6";-7.5175;55.8
"646";19970829;56.4;13.9;18.1;20.9;20;17.4;4;6;6;7;"7";-6.8937;59.6
"647";19970830;44.8;18.8;19.6;20.3;21.8;20.6;8;8;8;6;"7";-4.924;56.4
"648";19970831;70.6;17.7;21.3;23.5;23.8;19.9;5;5;4;4;"3";-6.0622;44.8
"649";19970901;62.2;12.5;15.2;19.6;20.9;19.4;6;7;7;4;"2";-0.342;70.6
"650";19970902;62.6;10.5;16.8;21.5;22.6;20.6;0;1;3;4;"1";-3.7588;62.2
"651";19970903;65.8;12.1;18.3;22.6;23.6;20.4;2;6;6;6;"7";-2.5;62.6
"652";19970904;52;17.9;17;17.1;18.3;18.5;8;8;8;7;"6";-0.8682;65.8
"653";19970905;57;12.4;16;18.6;17.9;17.8;7;7;7;7;"4";0;52
"654";19970906;69;9.4;16.6;19.4;20.6;18.2;1;3;4;4;"1";-2;57
"655";19970907;61;10;16.3;19.2;20.4;18.2;7;7;7;7;"1";-0.342;69
"656";19970908;61;11.5;15;19;20.6;18.5;7;7;8;1;"1";0.5209;61
"657";19970909;60.2;10.1;14;17.7;20.7;18.2;7;8;8;2;"4";2.5712;61
"658";19970910;83.8;10;16.3;21.4;23.7;21;1;1;1;0;"0";4.924;60.2
"659";19970911;90.4;10.4;16.7;22.2;23.9;20.2;4;4;4;3;"6";-4;83.8
"660";19970912;60.8;14.6;16.4;18;18.3;17;7;7;7;7;"7";-3.2139;90.4
"661";19970913;62.6;8.5;14.4;16.8;17.7;15.1;1;2;4;4;"1";0;60.8
"662";19970914;74;7.6;12.6;17.9;19.7;17.4;7;6;6;1;"0";1.9696;62.6
"663";19970915;82;6.5;14.9;20.3;21.4;18.8;1;4;4;6;"7";2.8191;74
"664";19970916;98.4;6.4;15.5;23.1;24.4;21.5;2;5;6;7;"5";0;82
"665";19970917;115.4;8.1;15;24.8;27.4;25.5;5;1;1;1;"1";0.684;98.4
"666";19970918;111.4;12.9;21.3;28.2;29.7;26.9;1;1;1;1;"1";-2;115.4
"667";19970919;129;13.1;22.2;28.9;30;26.3;1;1;1;1;"3";2.2981;111.4
"668";19970920;118.6;16.9;21.3;25.4;26.2;22.5;2;1;1;1;"1";6;129
"669";19970921;106.6;12.6;17.2;23.1;24.9;21.6;6;5;1;3;"5";2.5981;118.6
"670";19970922;111.6;14.6;15.7;22.5;25;21.6;7;7;6;1;"3";1.2856;106.6
"671";19970923;128.2;11.4;18.4;23.6;25;21.9;2;2;1;1;"1";3.7588;111.6
"672";19970924;121.6;9;17.7;24.6;25.8;22;1;1;1;3;"5";4.924;128.2
"673";19970925;118.6;9.6;17.4;23.5;27;23;1;1;0;1;"1";2.8191;121.6
"674";19970926;122.4;9.5;15.9;23.4;25.4;20.9;0;0;0;2;"2";1.5321;118.6
"675";19970927;139.8;8.1;11.6;22.3;24.3;20.3;2;4;6;6;"3";-0.684;122.4
"676";19970928;132;13.9;14.1;19.3;23.5;20.5;9;7;0;1;"2";0.684;139.8
"677";19970929;140.8;9.6;13.2;25.9;27.4;23.4;3;6;4;1;"5";0.9397;132
"678";19970930;121.8;10.9;13.8;24.3;26.5;22.2;9;3;0;0;"1";0;140.8
"679";19980404;86.4;10.2;11.3;13.8;12.1;10.1;7;6;5;6;"7";-7.7942;90
"680";19980405;85.2;7;10;13.4;13.6;9.6;3;8;6;5;"6";-8.4265;86.4
"681";19980406;89;6.9;9.9;13;13.5;11.7;5;6;6;6;"5";-4.3301;85.2
"682";19980407;89.4;6;10.2;14.2;8.9;9.5;6;5;5;7;"7";-5;89
"683";19980408;89.4;4;9.2;12.5;12.7;9.6;3;2;4;6;"7";-2.5981;89.4
"684";19980409;89.8;4.6;6.8;7.5;11.9;8.1;3;6;6;6;"5";-1.2856;89.4
"685";19980410;59.8;4.8;5.1;5.7;6.5;6.5;8;8;8;8;"7";-0.5209;89.8
"686";19980411;72.4;5.2;5.9;8.1;6.8;6.3;8;8;7;7;"7";-2.3941;59.8
"687";19980412;85;2.4;5.2;6.6;5.7;6;8;4;6;6;"5";0.8682;72.4
"688";19980415;86.4;3.9;5;8.1;8.9;6.8;7;6;5;3;"6";-5.3623;74.4
"689";19980416;80.2;4.3;6.5;8.3;11.1;9.9;8;8;8;6;"7";2.7362;86.4
"690";19980417;75.8;4.1;6.1;7.8;8.3;8.4;8;8;8;7;"6";-5;80.2
"691";19980418;91.2;3.9;7.5;9.6;9.1;8.7;3;7;7;7;"8";-1.0261;75.8
"692";19980419;90.8;5.7;8.5;10.7;13.1;12.7;8;8;8;7;"8";0;91.2
"693";19980420;94.2;7.8;11.7;13.2;13.4;12.6;7;7;7;7;"7";-3.9392;90.8
"694";19980421;80.4;7.9;13.3;16.7;17.2;16.9;5;5;4;7;"7";-0.8682;94.2
"695";19980422;68.2;8.7;13.7;19;19.3;16.6;6;7;5;6;"8";0;80.4
"696";19980423;71;9.9;12.6;12;15;14.1;3;8;8;6;"1";-3.0782;68.2
"697";19980424;86.2;9.7;13.3;14.2;15.1;14;8;8;8;8;"3";-4.5963;71
"698";19980425;94.8;12.4;13.3;12.9;12.4;11;8;8;8;8;"7";-3;86.2
"699";19980426;86.8;9;12.1;11.9;13.5;13.1;8;7;7;6;"6";-2;94.8
"700";19980427;85.6;5.3;11.1;13.6;11.7;11.4;2;6;6;7;"7";-1.7321;86.8
"701";19980428;84.6;5.6;12.1;14.5;14.7;13.2;1;5;6;6;"7";-1.7101;85.6
"702";19980502;79.4;9.2;9.8;12.7;11.6;10.5;8;8;7;8;"8";2;79.6
"703";19980503;84;7.1;10.8;11;11.8;10.6;3;6;8;7;"6";3.5;79.4
"704";19980504;106.6;7.3;10.2;13;14.3;12.8;1;1;3;3;"2";3.5;84
"705";19980505;96;8.3;13.1;15.6;17.8;16.1;7;4;2;3;"7";-3.2139;106.6
"706";19980506;74.2;10.9;13.1;14.3;14.2;13.8;8;8;7;7;"8";-5.6382;96
"707";19980507;105;11.6;13.7;17.6;19.6;19.1;7;6;4;2;"0";-2.5;74.2
"708";19980508;115.4;12;17.9;23.8;24.3;23.1;6;5;5;7;"4";2.5712;105
"709";19980509;106.4;13.3;15.2;19.8;21.3;17.3;6;6;5;7;"1";-1.5321;115.4
"710";19980510;109.8;11.6;19.6;24.2;26.5;24.7;6;3;5;6;"7";2.5981;106.4
"711";19980511;121.8;16.4;22.6;26;28;24.5;6;3;2;1;"6";0.6946;109.8
"712";19980512;115.4;15.3;21;25.1;26.2;22.3;3;3;2;6;"5";-1.7321;121.8
"713";19980513;108.8;13.2;18.6;24.9;22.3;21.7;3;4;6;7;"4";-0.766;115.4
"714";19980514;120;12.7;15.4;21.3;24;22.6;9;6;0;0;"2";2;108.8
"715";19980515;133.8;15.1;19.1;25.5;25.9;22.5;1;3;0;1;"1";-0.5209;120
"716";19980516;144.4;11.2;18.6;24.4;25.5;24;2;0;0;1;"0";2.5712;133.8
"717";19980517;142.8;11.3;17.2;23.7;24.1;21.1;0;1;1;2;"3";3.9392;144.4
"718";19980518;116.2;12;21.4;24.9;25.8;24.5;0;1;2;2;"2";5;142.8
"719";19980519;136.6;11.9;22.3;25.3;25.1;23.2;0;0;3;3;"2";6;116.2
"720";19980520;145.8;11.6;18.9;23;23.4;22.9;0;1;5;5;"5";2.5;136.6
"721";19980521;117.6;12;19.5;23.5;22.8;20;1;1;1;2;"6";1.2155;145.8
"722";19980522;96.8;11.5;14.8;17.2;18.5;16.9;3;3;3;4;"4";3.8567;117.6
"723";19980523;107;10.1;15.4;18.2;18.9;17.2;4;2;5;5;"4";3.8567;96.8
"724";19980524;92.8;12.4;16;17;18.2;17.3;7;4;7;5;"1";0;107
"725";19980525;80.8;9.5;13.3;17.5;18.1;17.1;8;8;6;7;"7";-1.8794;92.8
"726";19980526;81.4;11.4;14.4;18.4;16.8;14;5;8;7;7;"7";-4;80.8
"727";19980527;80;10.7;15;15.9;14.6;14.2;3;5;6;7;"7";-1.5321;81.4
"728";19980528;86.8;10.1;14;18;17;13.2;4;6;6;5;"7";-0.9397;80
"729";19980529;92.2;8.6;14.9;14.1;18.3;14.9;3;6;7;7;"7";-4;86.8
"730";19980530;85;13.8;17.1;17;17.2;15;7;7;8;7;"7";1.0261;92.2
"731";19980531;87.2;10.7;16.3;18;17;16.9;2;6;6;6;"3";-2.0521;85
"732";19980601;60.4;11.1;12.5;14.8;16.6;19.8;8;8;7;7;"7";4.3301;87.2
"733";19980602;88.6;14.7;16.5;18.7;19.6;17.2;7;6;5;3;"6";-4.3301;60.4
"734";19980603;95.4;14.3;16.6;18.7;19.2;18.7;2;6;5;6;"5";-6.9282;88.6
"735";19980604;101.4;11.3;17.8;21.2;22.8;21.7;5;4;6;7;"7";1.8794;95.4
"736";19980605;79.6;15.7;17.6;20.8;21.1;22.7;8;8;8;8;"2";1.8794;101.4
"737";19980606;99;15.9;18.2;20.8;22.8;19.2;7;6;6;5;"8";-4.3301;79.6
"738";19980607;84.6;12.9;17.1;18.8;19.5;18.1;6;7;6;5;"7";-6.5778;99
"739";19980608;79.8;14.2;18.2;18.8;18.3;15.7;6;6;8;8;"8";-4.4995;84.6
"740";19980609;63;16.4;17.4;20.4;16.6;16.1;8;8;7;8;"8";-6.1284;79.8
"741";19980610;69.2;13.4;17;18.4;17.9;16.2;1;4;5;6;"6";-6.1284;63
"742";19980611;66.2;10.8;12.9;11.9;11.9;10.4;6;5;6;7;"8";-5;69.2
"743";19980612;67.4;9.4;13.6;15.2;15.6;13.2;1;7;7;7;"8";-6.0622;66.2
"744";19980613;67.4;11.5;12.9;14.9;19.1;16.8;8;8;8;7;"7";-2.7362;67.4
"745";19980614;70.2;12.3;15.2;17.3;16.4;14.9;7;7;7;7;"7";-4.924;67.4
"746";19980615;85.8;12.6;14;15;17;16.6;8;8;7;3;"2";-5.3623;70.2
"747";19980616;84.6;9.4;14.8;18.3;19.1;18.2;2;3;4;5;"2";-3;85.8
"748";19980617;104;9.8;15.7;19.6;21.2;20.6;7;6;6;6;"3";-3;84.6
"749";19980618;91.4;13.3;17.3;21.2;23.8;23.7;7;5;4;2;"5";-2.8191;104
"750";19980619;115.2;14.8;22.9;27.3;29.7;29.5;5;5;5;6;"6";2;91.4
"751";19980620;151.2;18.8;26;32.7;35.1;31.2;7;5;5;5;"4";2.0521;115.2
"752";19980621;106.8;16.9;17.6;20.3;21.3;20.7;8;8;7;6;"7";-0.6428;151.2
"753";19980622;85.6;13.8;17.6;20.8;22.1;19.2;5;5;6;6;"5";-2.8191;106.8
"754";19980623;92.6;12.4;18.4;21.8;24.1;22.8;4;5;5;5;"6";-1.9696;85.6
"755";19980624;88.4;14.2;19.2;23.2;23.9;20.7;1;1;4;4;"7";-2;92.6
"756";19980625;72.6;13.9;17.4;20.3;20.7;19.9;2;4;6;6;"6";-3.9392;88.4
"757";19980626;69.2;13.6;19.1;19.7;20.3;18.7;5;6;7;7;"7";-4.5963;72.6
"758";19980627;65.8;16;17.5;16.1;19.2;19.5;7;8;8;6;"2";-3.0642;69.2
"759";19980628;68.4;12.1;17.2;18.7;20.5;19.2;1;5;6;6;"7";-3.9392;65.8
"760";19980629;58.4;12.2;15.5;17.3;18.3;17.7;7;7;8;8;"8";-3.0642;68.4
"761";19980630;40.2;14.5;16.6;19.6;21.1;18.9;8;8;8;7;"7";-3.4641;58.4
"762";19980701;83.8;15;18.9;19.8;20.3;20.4;8;8;8;8;"7";4.924;40.2
"763";19980702;66.8;14.8;14;16;16.3;16;8;8;8;8;"8";4.6985;83.8
"764";19980703;89.4;14.5;15.9;17.8;18.4;17.8;7;6;7;6;"5";2.0521;66.8
"765";19980704;81.6;12.4;16.1;18.6;20.2;18.2;8;7;8;4;"5";-1.5;89.4
"766";19980705;58.6;10.7;13.9;17.1;18.4;18.6;6;8;8;8;"7";-2.8191;81.6
"767";19980706;42.8;14.1;15.6;16.9;18;17.3;8;7;7;7;"8";-1.9696;58.6
"768";19980707;79;14.6;15.4;17.7;20;19.6;8;8;8;6;"1";1;42.8
"769";19980708;73.6;12.5;16.1;18.9;19.8;18.9;2;6;5;5;"4";-0.8682;79
"770";19980709;56.4;13.2;17.3;18.9;19.3;18.4;8;6;8;8;"8";-4;73.6
"771";19980710;65.8;15.8;17.1;19.1;19.7;19.5;7;7;7;7;"8";-3.9392;56.4
"772";19980711;79;15.7;17.9;21.3;21.4;18.1;7;6;6;7;"8";-4.3301;65.8
"773";19980712;37;16.4;19.1;21.3;20;19.2;8;7;7;7;"7";-7.7942;79
"774";19980713;65.4;14;16.3;18.9;19.9;19;8;4;4;4;"1";-3;37
"775";19980714;67.2;11.2;17;19.1;20.5;18.5;0;4;5;5;"2";-1.7101;65.4
"776";19980715;57;12.7;16.9;17.4;18.2;17.3;6;7;8;8;"7";-2.9544;67.2
"777";19980716;50.4;16.1;18.7;19.7;19.3;20.5;8;7;7;7;"7";-4.924;57
"778";19980717;78;15.6;18.4;21.1;21.9;21;8;7;5;4;"4";-6;50.4
"779";19980718;64;12.7;17.9;19.6;20.8;21.1;4;7;7;7;"6";-2.8191;78
"780";19980719;91.6;13.9;21.7;26.1;26.3;24.2;3;5;6;5;"6";-2.5712;64
"781";19980720;72.8;14.5;18.6;24.5;25.7;22.2;3;5;2;7;"8";-1.7321;91.6
"782";19980721;76.4;14.3;18.6;20.3;21.7;20.5;1;5;5;4;"1";-5.1423;72.8
"783";19980722;76.2;13.3;19.8;21.6;21.7;17.9;4;6;8;8;"8";-3;76.4
"784";19980723;55.2;15.7;16.8;17.7;18;16.3;8;8;8;8;"8";-1;76.2
"785";19980724;79.2;11.4;17.5;21.1;21.9;20.8;2;5;3;4;"2";2.5712;55.2
"786";19980725;110;10.7;19.3;22.8;23.5;21.7;1;4;6;5;"4";2.9544;79.2
"787";19980726;121.6;12.2;17;20;23.5;24.3;7;8;8;3;"1";-0.866;110
"788";19980727;69.4;14.8;18.3;19.1;20.7;20.3;7;6;8;7;"2";-1.7101;121.6
"789";19980728;49;15;15.7;17.1;20.6;19.4;7;8;8;7;"7";-4.4995;69.4
"790";19980729;59;15.1;18.3;18.4;19.1;20.4;8;7;8;8;"7";-6.9282;49
"791";19980730;56.2;13.4;17.7;20.2;21.5;20.1;1;5;7;7;"5";-5.6382;59
"792";19980731;57.2;12.1;17.4;20;19.7;18.8;2;5;6;7;"7";-1.2856;56.2
"793";19980801;68.8;11.6;16.2;19.3;18;18.6;9;4;6;6;"6";2;57.2
"794";19980802;80.2;11.6;17.9;21.5;22.7;21;1;1;3;4;"1";1.9284;68.8
"795";19980803;88.2;10.5;17.7;22.6;22.4;21.3;7;5;7;6;"6";-3.7588;80.2
"796";19980810;144.8;16.3;25.9;33.2;34.8;32.8;0;1;2;2;"2";-3.7588;155.6
"797";19980811;76.2;16.1;19;26.7;29.3;26.2;7;6;6;3;"4";-0.684;144.8
"798";19980812;79.4;15.1;20.5;23.7;23.2;20.1;7;6;7;6;"3";-3.2139;76.2
"799";19980813;121.6;12.1;17.9;21.3;22.4;20.5;2;2;4;5;"6";0;79.4
"800";19980814;78.4;11.6;18.9;23.8;26.3;26;2;3;5;5;"5";-0.866;121.6
"801";19980815;100;12.4;19.5;23.8;23.1;20.6;6;5;6;6;"3";0.6946;78.4
"802";19980816;75.2;11.7;19.4;23.1;24.5;21.1;2;2;3;2;"2";-0.8682;100
"803";19980817;71.4;10.8;16.5;22.4;22.7;20.5;7;6;5;7;"6";-2;75.2
"804";19980818;98.6;14.2;16.7;18.5;22.2;20.6;8;8;7;6;"4";0.3473;71.4
"805";19980819;79.4;11.5;18.8;22.6;23.8;22;0;1;3;3;"1";0;98.6
"806";19980820;55.8;11.6;18;20.5;21.5;20.5;0;2;7;7;"7";-2.5712;79.4
"807";19980821;45.6;17.7;20.8;21.7;22.8;20.9;8;8;7;7;"7";-4.4995;55.8
"808";19980822;68;17;18.2;21.5;22.9;18.8;8;8;8;8;"8";-4.6985;45.6
"809";19980823;69.2;11.6;17.6;21.1;21.8;20.8;3;3;4;7;"7";-3.4641;68
"810";19980824;94.6;16.2;18.8;21.3;21.8;19.2;6;5;4;3;"2";-3.5;69.2
"811";19980827;97.2;13.4;17.1;19.5;20.1;17.6;1;2;2;3;"1";4.5963;84.6
"812";19980828;101.6;7;15.9;19.3;21.1;18.6;2;2;5;4;"1";0.8682;97.2
"813";19980829;102.6;8.7;16.5;20.9;22.5;21.1;1;2;5;5;"2";2.9544;101.6
"814";19980830;115.8;11.4;18.4;23;24.8;23.9;6;5;2;2;"3";3.7588;102.6
"815";19980905;74.2;15.5;18.6;17.8;21.6;19.4;4;6;6;6;"3";-3.8302;55.6
"816";19980906;78.4;16.1;18.1;22.6;21.6;18.7;8;7;7;7;"8";-1.3892;74.2
"817";19980907;78.6;16.3;19.7;23.2;22.8;19.5;6;4;5;4;"7";-5.1962;78.4
"818";19980908;75.6;16.6;18.5;23.1;24.3;20.6;8;8;4;2;"6";-8.8633;78.6
"819";19980909;67.8;18.3;20.2;23;21.8;19.6;7;6;5;6;"5";-7.7942;75.6
"820";19980910;70;16.4;17.3;17.3;19.9;18;2;6;6;5;"6";-5.6382;67.8
"821";19980911;68;13.3;13.1;14.3;14.1;12.8;8;8;8;7;"5";-2.2981;70
"822";19980912;80.2;9.9;12.7;13.3;14.5;13.5;7;7;8;5;"1";-4.3301;68
"823";19980913;87.8;10.6;12.1;14.8;15.3;13.8;6;6;6;4;"4";-1.5628;80.2
"824";19980914;64.6;10.2;13.3;13.9;16.2;14.3;6;6;6;6;"5";-6.1284;87.8
"825";19980915;63.6;11.9;15;18.4;20.8;18.4;8;8;8;5;"6";-4.6985;64.6
"826";19980916;74.6;13.6;16.3;18.2;19.1;16;7;6;7;7;"6";-3;63.6
"827";19980917;70.2;12.3;16;19.2;20.7;18.6;6;4;6;6;"3";-2.5712;74.6
"828";19980918;92.2;9.2;15.5;22.2;23.7;21.2;0;2;3;4;"4";1.2856;70.2
"829";19980919;91.6;11.4;17.6;22.3;23.6;20.7;1;3;2;1;"1";5.9088;92.2
"830";19980920;85.6;12.4;19.3;23.2;24;21.1;1;1;0;2;"2";5;91.6
"831";19980921;98.8;12.6;17.3;22;23.4;20.3;0;0;2;2;"1";6;85.6
"832";19980922;94.6;11.6;16.7;21.2;21.9;18.7;1;0;1;1;"0";5;98.8
"833";19980923;116.2;10.9;16;22.6;23.7;21.1;1;4;3;4;"7";3.9392;94.6
"834";19980924;86.6;13.1;16.8;19.6;20.8;18.9;3;6;6;5;"7";0;116.2
"835";19980925;57.8;14.3;15.1;15.9;17.8;17.2;8;8;8;8;"5";1.9284;86.6
"836";19980926;76.2;16.2;17;20.1;18.4;17.5;8;7;6;6;"5";-0.8682;57.8
"837";19980927;72;13.6;15.1;18.6;18.5;17;8;8;7;7;"7";-2.5712;76.2
"838";19980928;65.8;15;16.4;17.7;18.9;15.5;8;8;7;4;"6";-4.3301;72
"839";19980929;69.8;12.7;12.8;15.4;16.7;15.5;8;8;8;7;"8";1.5;65.8
"840";19980930;78.8;13.6;16.3;15.1;13.8;14.3;3;6;6;8;"6";-4.5;69.8
"841";19990401;90.4;9.2;14.5;17.3;17.7;15.6;3;4;7;7;"7";0;104.2
"842";19990402;87.2;7.4;11.6;14.5;12.7;12.7;7;8;7;8;"8";-5.3623;90.4
"843";19990403;96;12.8;14.9;17.2;18.8;17.1;8;8;6;2;"4";-4.924;87.2
"844";19990404;69.4;11.3;12.9;16.4;15.4;15.1;8;8;7;8;"8";-1.9284;96
"845";19990405;82.6;10.3;12.8;18.2;20.8;18;7;4;6;1;"4";-3.8302;69.4
"846";19990406;83.2;10.9;12.5;15.3;18.3;15.3;8;8;7;6;"7";-3.9392;82.6
"847";19990407;91.6;9.6;10.9;13.4;13.6;11.8;7;6;5;4;"7";-2.7362;83.2
